,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
1,"אוכלוסייה, לפי מחוז ונפה, קבוצת אוכלוסייה, מין וגיל, סוף 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,הנתונים מוצגים במספרים מוחלטים.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,.. = הנתונים קטנים מ-3 או שווים ל-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,אזהרה: בשימוש בנתונים יש להביא בחשבון שככל שהמספר קטן יותר - כך יורדת רמת המהימנות של האומדן ועולה הסבירות לטעות. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,קבוצת אוכלוסייה,מחוז,נפה,מין,גיל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,,,גברים,66696,2212.0,2491.0,2412.0,2049.0,2070,1913.0,1904.0,1748,1783.0,1665.0,1617,1511.0,1374.0,1387,1295,1307,1213,1388,1276,1234.0,1159.0,1143.0,1181.0,1248.0,1177,1236.0,1199,1222,1184.0,1124,1068,1098,1045,937,949,901.0,925,929,860,761,708,759,659,614,581,535,539,475,464,415,347,383,259,269,274,300,314,322,263,293,258,233,232,169,165,212,146,120,114,92,111,88,82,75,76.0,68,51,56,42,36,33,34,31,32,20,19,11,32,8,17,65
169,,,,נשים,64033,2137.0,2343.0,2230.0,2094.0,1928,1795.0,1832.0,1649,1636.0,1600.0,1504,1431.0,1445.0,1338,1265,1201,1239,1267,1211,1137.0,1106.0,1135.0,1218.0,1129.0,1201,1239.0,1151,1057,1178.0,1027,1002,962,891,883,857,891.0,828,854,850,737,705,668,645,561,529,519,518,468,462,437,426,373,269,290,311,348,327,319,273,288,235,226,179,176,186,206,149,175,147,106,140,85,181,66,71.0,55,44,114,33,25,18,27,58,22,11,9,12,19,7,5,32
170,,מחוז מרכז,סך הכל,"סה""כ",118977,4087.0,4030.0,3878.0,3939.0,3689,3554.0,3440.0,3266,3055.0,3011.0,2885,2805.0,2715.0,2543,2391,2229,2357,2213,2269,2032.0,1927.0,2002.0,2165.0,2029.0,2135,2074.0,2086,1986,2090.0,2023,1929,1827,1680,1641,1594,1608.0,1618,1591,1468,1439,1380,1327,1132,1083,1035,968,1004,811,851,768,675,750,492,578,642,560,661,579,526,537,367,441,352,406,349,345,293,341,247,280,213,225,246,116,142.0,80,148,200,48,51,39,70,80,24,26,11,35,32,10,13,88
171,,,,גברים,61241,2148.0,2108.0,1988.0,2047.0,1860,1866.0,1793.0,1644,1606.0,1563.0,1495,1449.0,1375.0,1318,1264,1115,1223,1131,1202,1042.0,1011.0,1013.0,1110.0,1029.0,1073,1102.0,1083,1054,1139.0,1040,1009,929,876,883,810,847.0,870,817,732,777,740,683,619,519,549,461,509,410,446,365,326,348,213,286,317,303,340,286,245,264,189,237,187,234,170,151,136,160,118,130,104,98,99,66,77.0,44,56,80,29,24,25,22,16,15,15,8,11,12,5,6,47
172,,,,נשים,57736,1939.0,1922.0,1890.0,1892.0,1829,1688.0,1647.0,1622,1449.0,1448.0,1390,1356.0,1340.0,1225,1127,1114,1134,1082,1067,990.0,916.0,989.0,1055.0,1000.0,1062,972.0,1003,932,951.0,983,920,898,804,758,784,761.0,748,774,736,662,640,644,513,564,486,507,495,401,405,403,349,402,279,292,325,257,321,293,281,273,178,204,165,172,179,194,157,181,129,150,109,127,147,50,65.0,36,92,120,19,27,14,48,64,9,11,..,24,20,5,7,41
173,,,השרון,"סה""כ",68468,2148.0,2115.0,2027.0,2134.0,1989,1907.0,1818.0,1825,1701.0,1662.0,1620,1575.0,1566.0,1449,1400,1299,1381,1297,1303,1160.0,1082.0,1157.0,1228.0,1181.0,1221,1155.0,1213,1105,1210.0,1135,1098,1087,939,977,920,967.0,934,988,889,859,884,856,730,661,626,617,636,527,519,486,414,453,296,345,404,367,415,363,340,371,242,287,244,267,228,200,175,209,174,181,146,141,176,78,98.0,50,99,136,24,26,29,41,49,16,14,5,23,15,..,5,56
174,,,,גברים,35098,1112.0,1132.0,1021.0,1101.0,1022,1001.0,950.0,927,895.0,857.0,839,774.0,811.0,787,739,664,728,674,692,595.0,571.0,590.0,606.0,616.0,631,609.0,647,581,653.0,574,555,530,475,527,438,497.0,486,494,419,464,463,426,386,313,329,293,318,260,253,230,195,223,141,181,213,201,210,169,153,173,130,153,134,167,115,84,70,99,82,86,69,59,69,48,58.0,28,41,52,16,10,21,12,10,11,10,4,7,5,..,..,29
175,,,,נשים,33370,1036.0,983.0,1006.0,1033.0,967,906.0,868.0,898,806.0,805.0,781,801.0,755.0,662,661,635,653,623,611,565.0,511.0,567.0,622.0,565.0,590,546.0,566,524,557.0,561,543,557,464,450,482,470.0,448,494,470,395,421,430,344,348,297,324,318,267,266,256,219,230,155,164,191,166,205,194,187,198,112,134,110,100,113,116,105,110,92,95,77,82,107,30,40.0,22,58,84,8,16,8,29,39,5,4,..,16,10,..,..,27
176,,,פתח תקווה,"סה""כ",24381,874.0,841.0,892.0,797.0,819,806.0,803.0,689,682.0,681.0,646,614.0,584.0,533,476,461,446,456,430,423.0,405.0,364.0,420.0,383.0,415,445.0,402,425,427.0,434,425,368,334,338,367,295.0,340,292,308,294,262,231,229,198,213,179,162,134,170,138,115,144,100,116,108,98,121,106,94,70,63,76,54,72,55,69,61,73,29,59,33,39,37,12,23.0,16,32,40,13,6,6,15,21,..,6,..,6,11,..,7,18
177,,,,גברים,12586,492.0,431.0,468.0,425.0,412,427.0,419.0,318,364.0,359.0,326,343.0,290.0,258,249,228,222,225,214,205.0,220.0,179.0,229.0,181.0,202,237.0,193,230,226.0,232,227,207,193,177,191,157.0,182,156,167,167,142,132,135,92,104,85,83,77,102,58,58,63,39,57,48,49,64,53,49,37,32,41,23,41,24,32,32,33,13,25,15,14,13,7,11.0,9,9,15,7,..,..,..,..,..,..,..,..,4,0,..,9
178,,,,נשים,11795,382.0,410.0,424.0,372.0,407,379.0,384.0,371,318.0,322.0,320,271.0,294.0,275,227,233,224,231,216,218.0,185.0,185.0,191.0,202.0,213,208.0,209,195,201.0,202,198,161,141,161,176,138.0,158,136,141,127,120,99,94,106,109,94,79,57,68,80,57,81,61,59,60,49,57,53,45,33,31,35,31,31,31,37,29,40,16,34,18,25,24,5,12.0,7,23,25,6,..,..,13,18,..,4,..,..,7,..,4,9
179,,,רמלה,"סה""כ",25392,1031.0,1047.0,936.0,987.0,867,829.0,803.0,741,657.0,651.0,607,600.0,551.0,548,499,462,517,457,523,424.0,418.0,459.0,493.0,440.0,479,455.0,450,437,436.0,437,394,361,402,313,302,338.0,330,305,267,278,225,239,173,217,189,168,202,147,157,138,142,144,92,116,125,93,123,105,87,92,59,73,53,65,63,74,56,59,45,39,32,44,29,24,21.0,13,16,23,10,18,4,15,10,6,5,..,6,5,4,..,12
180,,,,גברים,13157,528.0,532.0,485.0,511.0,419,432.0,416.0,394,338.0,341.0,323,325.0,269.0,270,269,221,269,233,286,225.0,211.0,233.0,257.0,213.0,230,244.0,230,230,248.0,221,221,190,206,171,180,185.0,190,161,143,140,130,126,99,114,111,79,105,71,88,74,70,60,32,48,54,52,65,60,41,50,24,38,29,26,29,36,33,28,24,19,18,25,16,10,8.0,6,6,12,6,10,..,8,..,..,..,..,..,..,..,0,8
181,,,,נשים,12235,503.0,515.0,451.0,476.0,448,397.0,387.0,347,319.0,310.0,284,275.0,282.0,278,230,241,248,224,237,199.0,207.0,226.0,236.0,227.0,249,211.0,220,207,188.0,216,173,171,196,142,122,153.0,140,144,124,138,95,113,74,103,78,89,97,76,69,64,72,84,60,68,71,41,58,45,46,42,35,35,24,39,34,38,23,31,21,20,14,19,13,14,13.0,7,10,11,4,8,..,7,7,..,..,..,5,..,..,..,4
182,,,רחובות,"סה""כ",736,34.0,27.0,23.0,21.0,14,12.0,16.0,11,15.0,17.0,12,16.0,14.0,13,16,7,13,..,13,25.0,22.0,22.0,24.0,25.0,20,19.0,21,19,17.0,17,12,11,5,13,5,8.0,14,6,4,8,9,..,0,7,7,4,4,..,5,6,4,9,4,..,5,..,..,5,5,4,..,5,..,..,..,..,..,0,..,..,..,..,4,..,0.0,..,..,..,..,..,0,..,0,0,..,0,0,..,..,0,..
183,,,,גברים,400,16.0,13.0,14.0,10.0,7,6.0,8.0,5,9.0,6.0,7,7.0,5.0,..,7,..,4,..,10,17.0,9.0,11.0,18.0,19.0,10,12.0,13,13,12.0,13,6,..,..,8,..,8.0,12,6,..,6,5,..,..,0,5,4,..,..,..,..,..,..,..,0,..,..,..,4,..,4,..,5,..,0,..,..,..,0,..,0,..,0,..,..,0.0,..,0,..,0,..,0,0,0,0,0,0,0,0,0,0,..
184,,,,נשים,336,18.0,14.0,9.0,11.0,7,6.0,8.0,6,6.0,11.0,5,9.0,9.0,10,9,5,9,4,..,8.0,13.0,11.0,6.0,6.0,10,7.0,8,6,5.0,4,6,9,..,5,4,0.0,..,0,..,..,4,..,..,7,..,0,..,..,..,..,..,7,..,..,..,..,..,..,..,0,0,0,0,..,..,..,0,0,0,..,0,..,..,..,0.0,0,..,0,..,0,0,..,0,0,..,0,0,..,..,0,..
185,,מחוז תל אביב,סך הכל,"סה""כ",14792,365.0,426.0,421.0,420.0,406,346.0,355.0,313,287.0,292.0,286,278.0,275.0,274,319,297,286,305,292,302.0,307.0,261.0,299.0,287.0,289,296.0,271,272,281.0,234,227,231,229,203,200,245.0,237,226,218,188,195,203,153,168,134,174,142,148,142,123,153,118,79,94,81,85,72,75,75,53,58,75,60,41,44,81,45,45,42,39,21,40,25,27,17.0,20,8,8,13,9,7,7,..,11,..,..,0,..,..,..,18
186,,,,גברים,7715,184.0,206.0,228.0,211.0,203,190.0,198.0,148,146.0,146.0,163,144.0,142.0,128,155,160,140,158,150,159.0,177.0,150.0,158.0,136.0,141,170.0,134,152,154.0,134,106,135,132,109,105,135.0,142,130,116,103,94,113,72,83,67,97,65,76,70,58,85,62,39,49,42,38,30,40,39,24,34,47,35,23,17,32,25,15,16,19,11,22,14,12,13.0,12,..,..,7,4,5,5,..,5,..,..,0,..,..,..,12
187,,,,נשים,7077,181.0,220.0,193.0,209.0,203,156.0,157.0,165,141.0,146.0,123,134.0,133.0,146,164,137,146,147,142,143.0,130.0,111.0,141.0,151.0,148,126.0,137,120,127.0,100,121,96,97,94,95,110.0,95,96,102,85,101,90,81,85,67,77,77,72,72,65,68,56,40,45,39,47,42,35,36,29,24,28,25,18,27,49,20,30,26,20,10,18,11,15,4.0,8,7,5,6,5,..,..,..,6,4,..,0,..,..,..,6
188,,מחוז דרום,סך הכל,"סה""כ",122454,6592.0,6078.0,5805.0,5992.0,5485,5316.0,4710.0,4531,4341.0,4091.0,3712,3529.0,3197.0,3037,2774,2516,2474,2298,2459,2270.0,2212.0,2127.0,2259.0,2140.0,1962,1987.0,1873,1689,1622.0,1589,1543,1399,1302,1085,962,940.0,1006,870,747,816,675,775,511,615,515,527,502,384,417,391,308,411,277,340,306,318,401,293,334,310,255,241,235,89,196,133,137,134,82,114,89,121,120,38,51.0,33,36,119,33,31,24,46,49,..,11,7,9,29,13,6,23
189,,,,גברים,62286,3434.0,3156.0,2955.0,3105.0,2784,2748.0,2372.0,2354,2258.0,2084.0,1883,1827.0,1620.0,1552,1398,1327,1251,1194,1253,1155.0,1119.0,1070.0,1164.0,1095.0,1033,1041.0,944,850,808.0,798,791,667,666,554,472,485.0,474,417,365,411,345,393,254,294,231,233,217,181,189,181,129,168,138,150,129,151,184,151,172,163,126,123,120,44,104,68,54,86,42,60,40,70,67,18,24.0,12,19,44,23,18,13,26,25,..,7,8,..,26,5,..,20
190,,,,נשים,60168,3158.0,2922.0,2850.0,2887.0,2701,2568.0,2338.0,2177,2083.0,2007.0,1829,1702.0,1577.0,1485,1376,1189,1223,1104,1206,1115.0,1093.0,1057.0,1095.0,1045.0,929,946.0,929,839,814.0,791,752,732,636,531,490,455.0,532,453,382,405,330,382,257,321,284,294,285,203,228,210,179,243,139,190,177,167,217,142,162,147,129,118,115,45,92,65,83,48,40,54,49,51,53,20,27.0,21,17,75,10,13,11,20,24,0,4,..,6,..,8,5,..
191,,,אשקלון,"סה""כ",742,18.0,13.0,14.0,14.0,8,12.0,13.0,12,11.0,10.0,5,7.0,0.0,..,4,..,0,0,6,20.0,35.0,18.0,52.0,57.0,24,43.0,42,28,22.0,27,21,26,16,8,16,15.0,12,11,13,10,12,7,..,7,0,..,..,4,..,0,..,..,5,..,..,..,4,4,..,5,0,..,..,..,..,..,0,..,0,0,..,..,0,..,0.0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
192,,,,גברים,595,10.0,5.0,8.0,6.0,5,6.0,7.0,9,4.0,6.0,..,7.0,0.0,..,..,..,..,..,..,16.0,23.0,13.0,52.0,47.0,22,39.0,41,27,18.0,25,20,25,13,6,15,15.0,7,10,12,8,9,8,0,6,..,4,..,4,..,..,..,..,5,..,0,..,4,..,..,..,0,..,..,..,..,0,..,..,0,0,0,..,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,,,,נשים,147,8.0,8.0,6.0,8.0,..,6.0,6.0,..,7.0,4.0,..,0.0,0.0,..,..,..,..,..,..,4.0,12.0,5.0,0.0,10.0,..,4.0,..,..,4.0,..,..,..,..,..,..,0.0,5,..,..,..,..,..,..,..,..,..,..,0,..,..,..,0,0,0,..,..,0,..,0,..,0,0,..,0,0,..,..,0,0,0,..,0,0,..,0.0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
194,,,באר שבע,"סה""כ",121712,6574.0,6065.0,5791.0,5978.0,5477,5304.0,4697.0,4519,4330.0,4081.0,3707,3522.0,3197.0,3035,2770,2514,2474,2298,2453,2250.0,2177.0,2109.0,2207.0,2083.0,1938,1944.0,1831,1661,1600.0,1562,1522,1373,1286,1077,946,925.0,994,859,734,806,663,768,510,608,515,524,504,380,414,391,306,410,272,339,304,316,397,289,332,305,255,240,233,88,194,131,137,133,82,114,88,119,120,39,51.0,33,36,119,33,30,24,46,49,..,11,7,9,29,13,6,23
195,,,,גברים,61691,3424.0,3151.0,2947.0,3099.0,2779,2742.0,2365.0,2345,2254.0,2078.0,1881,1820.0,1620.0,1553,1396,1326,1250,1197,1250,1139.0,1096.0,1057.0,1112.0,1048.0,1011,1002.0,903,823,790.0,773,771,642,653,548,457,470.0,467,407,353,403,336,385,254,288,230,229,218,177,188,180,128,167,133,149,129,150,180,148,170,160,126,122,119,43,102,68,53,85,42,60,40,68,67,18,24.0,12,19,44,23,18,13,26,25,..,7,8,..,26,5,..,20
196,,,,נשים,60021,3150.0,2914.0,2844.0,2879.0,2698,2562.0,2332.0,2174,2076.0,2003.0,1826,1702.0,1577.0,1482,1374,1188,1224,1101,1203,1111.0,1081.0,1052.0,1095.0,1035.0,927,942.0,928,838,810.0,789,751,731,633,529,489,455.0,527,452,381,403,327,383,256,320,285,295,286,203,226,211,178,243,139,190,175,166,217,141,162,145,129,118,114,45,92,63,84,48,40,54,48,51,53,21,27.0,21,17,75,10,12,11,20,24,0,4,..,6,..,8,5,..
